Codes,Names,violence_year_minus_3,violence_year_minus_2,violence_year_minus_1,violence_now,violence_2012
E01001824,Hackney 004D,26,29,22,27,40
E01001825,Hackney 001E,4,9,8,10,7
E01001826,Hackney 004E,24,19,19,21,24
E01001827,Hackney 005F,41,42,46,33,34
E01001828,Hackney 005G,29,53,46,45,39
E01001829,Hackney 009C,42,35,46,21,26
E01001830,Hackney 014C,129,87,91,94,107
E01001831,Hackney 009D,63,72,73,55,74
E01001832,Hackney 009E,38,36,42,25,38
E01001833,Hackney 014D,58,56,39,34,59
E01001834,Hackney 014E,43,43,43,38,38
E01001835,Hackney 014F,31,21,7,21,15
E01001836,Hackney 022A,54,40,48,26,41
E01001837,Hackney 023B,24,31,31,27,19
E01001838,Hackney 019E,52,50,40,39,44
E01001839,Hackney 023C,93,91,94,77,95
E01001840,Hackney 022B,42,41,44,32,34
E01001841,Hackney 022C,23,44,26,30,20
E01001842,Hackney 023D,39,51,40,29,23
E01001843,Hackney 023E,28,25,21,14,11
E01001844,Hackney 022D,45,45,45,29,28
E01001845,Hackney 022E,54,42,43,29,47
E01001846,Hackney 018A,33,37,34,27,41
E01001847,Hackney 018B,50,32,36,22,30
E01001848,Hackney 018C,49,81,67,53,58
E01001849,Hackney 018D,55,45,57,56,68
E01001850,Hackney 019F,47,60,43,42,46
E01001851,Hammersmith and Fulham 010A,20,10,14,15,15
E01001852,Hammersmith and Fulham 007A,25,16,17,14,16
E01001853,Hammersmith and Fulham 007B,14,16,5,19,16
E01001854,Hammersmith and Fulham 007C,43,28,42,27,48
E01001855,Hammersmith and Fulham 010B,22,20,19,11,21
E01001856,Hammersmith and Fulham 010C,48,45,48,30,36
E01001857,Hammersmith and Fulham 007D,147,122,85,97,125
E01001858,Hammersmith and Fulham 006A,43,53,41,53,48
E01001859,Hammersmith and Fulham 008A,25,31,29,32,33
E01001860,Hammersmith and Fulham 006B,66,71,85,51,64
E01001861,Hammersmith and Fulham 006C,39,37,44,39,31
E01001862,Hammersmith and Fulham 005A,29,51,48,33,47
E01001863,Hammersmith and Fulham 006D,13,19,27,9,14
E01001864,Hammersmith and Fulham 006E,38,21,24,16,13
E01001865,Hammersmith and Fulham 008B,12,25,21,15,18
E01001866,Hammersmith and Fulham 012A,34,45,44,23,44
E01001867,Hammersmith and Fulham 012B,7,12,12,12,15
E01001868,Hammersmith and Fulham 012C,25,29,48,28,17
E01001869,Hammersmith and Fulham 010D,18,28,33,20,20
E01001870,Hammersmith and Fulham 012D,16,31,29,27,30
E01001871,Hammersmith and Fulham 012E,17,26,21,16,22
E01001872,Hammersmith and Fulham 012F,22,11,17,20,13
E01001873,Hammersmith and Fulham 010E,30,25,29,24,29
E01001874,Hammersmith and Fulham 001A,98,77,111,81,73
E01001875,Hammersmith and Fulham 001B,52,39,41,76,55
E01001876,Hammersmith and Fulham 001C,65,68,50,83,86
E01001877,Hammersmith and Fulham 001D,25,32,40,35,34
E01001878,Hammersmith and Fulham 001E,24,39,24,28,24
E01001879,Hammersmith and Fulham 019A,32,40,42,28,17
E01001880,Hammersmith and Fulham 017A,75,68,52,36,38
E01001881,Hammersmith and Fulham 017B,77,58,70,95,76
E01001882,Hammersmith and Fulham 017C,14,11,26,17,26
E01001883,Hammersmith and Fulham 017D,20,38,26,23,23
E01001884,Hammersmith and Fulham 017E,48,69,69,53,74
E01001885,Hammersmith and Fulham 015A,29,25,29,22,19
E01001886,Hammersmith and Fulham 016A,39,34,43,30,27
E01001887,Hammersmith and Fulham 016B,25,18,23,28,28
E01001888,Hammersmith and Fulham 018A,7,9,13,14,6
E01001889,Hammersmith and Fulham 014A,20,23,20,10,15
E01001890,Hammersmith and Fulham 016C,93,59,87,70,78
E01001891,Hammersmith and Fulham 018B,44,27,39,53,45
E01001892,Hammersmith and Fulham 016D,23,14,31,25,18
E01001893,Hammersmith and Fulham 013A,33,34,36,21,36
E01001894,Hammersmith and Fulham 013B,86,91,99,77,95
E01001895,Hammersmith and Fulham 009A,18,25,23,29,23
E01001896,Hammersmith and Fulham 009B,34,43,34,34,31
E01001897,Hammersmith and Fulham 009C,9,13,2,11,14
E01001898,Hammersmith and Fulham 013C,335,289,281,192,213
E01001899,Hammersmith and Fulham 013D,114,91,108,88,86
E01001900,Hammersmith and Fulham 013E,80,58,63,70,78
E01001901,Hammersmith and Fulham 019B,18,17,12,9,5
E01001902,Hammersmith and Fulham 019C,14,10,19,19,19
E01001903,Hammersmith and Fulham 019D,40,37,47,38,27
E01001904,Hammersmith and Fulham 022A,28,27,31,14,22
E01001905,Hammersmith and Fulham 022B,13,11,17,23,19
E01001906,Hammersmith and Fulham 022C,16,16,20,14,18
E01001907,Hammersmith and Fulham 022D,16,4,8,8,5
E01001908,Hammersmith and Fulham 015B,27,23,23,29,27
E01001909,Hammersmith and Fulham 015C,33,29,33,28,33
E01001910,Hammersmith and Fulham 014B,21,24,23,9,15
E01001911,Hammersmith and Fulham 015D,52,39,47,32,50
E01001912,Hammersmith and Fulham 015E,67,50,40,47,48
E01001913,Hammersmith and Fulham 014C,6,9,13,11,16
E01001914,Hammersmith and Fulham 014D,40,47,30,50,36
E01001915,Hammersmith and Fulham 024A,40,39,26,56,32
E01001916,Hammersmith and Fulham 024B,17,12,5,15,5
E01001917,Hammersmith and Fulham 018C,12,14,14,10,6
E01001918,Hammersmith and Fulham 018D,24,14,17,20,15
E01001919,Hammersmith and Fulham 018E,23,15,18,12,16
E01001920,Hammersmith and Fulham 020A,139,97,113,93,119
E01001921,Hammersmith and Fulham 020B,37,38,27,22,25
E01001922,Hammersmith and Fulham 020C,20,26,15,16,18
E01001923,Hammersmith and Fulham 020D,31,36,31,24,25
E01001924,Hammersmith and Fulham 020E,26,23,18,16,16
E01001925,Hammersmith and Fulham 025A,15,22,20,10,11
E01001926,Hammersmith and Fulham 024C,13,8,10,9,7
E01001927,Hammersmith and Fulham 008C,10,4,4,8,6
E01001928,Hammersmith and Fulham 011A,44,64,37,41,29
E01001929,Hammersmith and Fulham 009D,15,25,10,8,10
E01001930,Hammersmith and Fulham 008D,33,27,31,39,25
E01001931,Hammersmith and Fulham 011B,33,22,28,19,21
E01001932,Hammersmith and Fulham 011C,61,75,75,82,84
E01001933,Hammersmith and Fulham 011D,25,24,32,18,25
E01001934,Hammersmith and Fulham 025B,38,46,55,44,33
E01001935,Hammersmith and Fulham 023A,29,26,17,25,21
E01001936,Hammersmith and Fulham 023B,32,54,51,53,55
E01001937,Hammersmith and Fulham 025C,27,21,22,27,18
E01001938,Hammersmith and Fulham 025D,35,26,43,20,31
E01001939,Hammersmith and Fulham 023C,48,30,40,40,36
E01001940,Hammersmith and Fulham 005B,42,58,86,49,38
E01001941,Hammersmith and Fulham 005C,245,225,208,205,166
E01001942,Hammersmith and Fulham 005D,56,87,62,78,53
E01001943,Hammersmith and Fulham 004A,171,235,287,282,236
E01001944,Hammersmith and Fulham 004B,36,35,37,53,50
E01001945,Hammersmith and Fulham 004C,50,41,46,38,33
E01001946,Hammersmith and Fulham 004D,25,38,29,22,28
E01001947,Hammersmith and Fulham 021A,38,34,46,24,27
E01001948,Hammersmith and Fulham 021B,14,24,24,28,17
E01001949,Hammersmith and Fulham 021C,13,5,11,4,9
E01001950,Hammersmith and Fulham 021D,21,22,23,13,22
E01001951,Hammersmith and Fulham 021E,29,27,29,30,24
E01001952,Hammersmith and Fulham 024D,28,41,22,32,29
E01001953,Hammersmith and Fulham 021F,190,178,156,121,98
E01001954,Hammersmith and Fulham 003A,35,35,39,44,40
E01001955,Hammersmith and Fulham 002A,52,54,53,45,47
E01001956,Hammersmith and Fulham 003B,27,20,25,20,19
E01001957,Hammersmith and Fulham 002B,32,36,26,20,25
E01001958,Hammersmith and Fulham 002C,34,25,38,28,33
E01001959,Hammersmith and Fulham 003C,16,30,37,21,28
E01001960,Hammersmith and Fulham 003D,29,28,37,36,38
E01001961,Hammersmith and Fulham 002D,43,33,48,41,38
E01001962,Haringey 004A,18,8,18,9,18
E01001963,Haringey 009A,13,7,7,9,12
E01001964,Haringey 009B,14,20,10,10,18
E01001965,Haringey 009C,5,3,2,8,9
E01001966,Haringey 009D,22,16,21,20,15
E01001967,Haringey 014A,4,6,5,5,4
E01001968,Haringey 014B,12,7,14,8,12
E01001969,Haringey 001A,17,31,33,26,20
E01001970,Haringey 004B,37,47,51,29,40
E01001971,Haringey 001B,43,35,46,58,45
E01001972,Haringey 004C,19,29,27,23,18
E01001973,Haringey 004D,29,27,33,28,22
E01001974,Haringey 001C,23,21,23,22,24
E01001975,Haringey 001D,15,25,21,21,29
E01001976,Haringey 011A,32,29,31,23,19
E01001977,Haringey 011B,39,27,36,36,27
E01001978,Haringey 011C,56,66,54,51,68
E01001979,Haringey 011D,122,109,125,105,102
E01001980,Haringey 018A,48,30,20,26,32
E01001981,Haringey 018B,36,44,42,27,28
E01001982,Haringey 018C,23,41,34,26,32
E01001983,Haringey 018D,33,38,27,28,23
E01001984,Haringey 033A,13,17,10,8,10
E01001985,Haringey 033B,8,10,7,5,7
E01001986,Haringey 034A,6,5,4,11,6
E01001987,Haringey 033C,12,3,4,6,6
E01001988,Haringey 034B,19,15,21,13,13
E01001989,Haringey 033D,25,23,15,15,17
E01001990,Haringey 034C,42,50,46,48,45
E01001991,Haringey 017A,22,14,11,8,18
E01001992,Haringey 017B,8,10,9,7,5
E01001993,Haringey 017C,3,4,2,2,4
E01001994,Haringey 030A,7,6,10,10,19
E01001995,Haringey 017D,42,47,36,53,22
E01001996,Haringey 014C,21,18,13,19,11
E01001997,Haringey 014D,47,48,46,25,41
E01001998,Haringey 023A,21,33,10,22,20
E01001999,Haringey 023B,71,28,42,55,54
E01002000,Haringey 031A,25,28,23,15,14
E01002001,Haringey 031B,21,30,12,4,17
E01002002,Haringey 031C,52,47,43,46,53
E01002003,Haringey 023C,81,76,64,62,57
E01002004,Haringey 023D,29,20,16,19,20
E01002005,Haringey 035A,9,9,7,4,7
E01002006,Haringey 035B,6,8,8,6,11
E01002007,Haringey 035C,9,5,9,2,4
E01002008,Haringey 030B,13,9,9,8,7
E01002009,Haringey 035D,8,12,11,8,9
E01002010,Haringey 030C,17,7,15,16,16
E01002011,Haringey 030D,19,18,26,28,30
E01002012,Haringey 020A,58,50,55,46,52
E01002013,Haringey 022A,15,8,13,5,8
E01002014,Haringey 020B,69,52,61,57,43
E01002015,Haringey 020C,23,24,19,15,19
E01002016,Haringey 028A,47,26,28,15,24
E01002017,Haringey 028B,45,35,30,15,26
E01002018,Haringey 020D,21,22,17,19,16
E01002019,Haringey 022B,8,4,7,7,14
E01002020,Haringey 021A,26,27,26,15,21
E01002021,Haringey 022C,9,6,5,7,7
E01002022,Haringey 021B,81,69,44,38,44
E01002023,Haringey 021C,8,16,8,6,5
E01002024,Haringey 022D,6,12,13,6,13
E01002025,Haringey 021D,5,5,3,5,6
E01002026,Haringey 016A,127,129,116,143,115
E01002027,Haringey 010A,18,27,20,18,8
E01002028,Haringey 010B,28,31,31,35,20
E01002029,Haringey 016B,162,143,147,155,129
E01002030,Haringey 016C,30,24,38,18,39
E01002031,Haringey 016D,116,135,107,113,102
E01002032,Haringey 010C,50,41,29,29,35
E01002033,Haringey 010D,34,30,30,30,43
E01002034,Haringey 003A,103,145,128,95,123
E01002035,Haringey 003B,37,36,47,39,37
E01002036,Haringey 002A,47,44,55,53,55
E01002037,Haringey 002B,49,59,35,52,63
E01002038,Haringey 003C,64,75,82,70,56
E01002039,Haringey 002C,33,35,39,42,38
E01002040,Haringey 002D,46,54,47,43,47
E01002041,Haringey 003D,43,36,42,26,41
E01002042,Haringey 027A,49,36,48,32,38
E01002043,Haringey 026A,49,40,34,35,36
E01002044,Haringey 027B,36,28,30,39,31
E01002045,Haringey 026B,37,44,48,30,42
E01002046,Haringey 026C,51,38,44,37,52
E01002047,Haringey 027C,25,30,21,22,20
E01002048,Haringey 027D,20,31,29,14,33
E01002049,Haringey 026D,35,41,33,36,24
E01002050,Haringey 029A,14,17,10,15,18
E01002051,Haringey 029B,53,53,59,53,38
E01002052,Haringey 029C,21,26,20,15,20
E01002053,Haringey 032A,34,33,27,24,36
E01002054,Haringey 032B,42,41,19,46,23
E01002055,Haringey 029D,27,32,31,25,27
E01002056,Haringey 032C,28,34,42,31,43
E01002057,Haringey 032D,37,27,30,32,34
E01002058,Haringey 031D,30,32,40,37,35
E01002059,Haringey 028C,8,8,18,4,12
E01002060,Haringey 028D,14,10,10,4,8
E01002061,Haringey 036A,19,10,9,10,8
E01002062,Haringey 034D,10,10,10,10,17
E01002063,Haringey 036B,12,7,15,6,18
E01002064,Haringey 036C,26,24,21,28,19
E01002065,Haringey 036D,42,28,28,25,30
E01002066,Haringey 025A,68,50,65,63,48
E01002067,Haringey 024A,51,46,35,43,30
E01002068,Haringey 025B,51,66,57,69,56
E01002069,Haringey 024B,99,112,114,97,94
E01002070,Haringey 024C,30,26,32,27,27
E01002071,Haringey 025C,40,38,28,48,39
E01002072,Haringey 025D,57,47,34,45,39
E01002073,Haringey 024D,35,38,42,43,51
E01002074,Haringey 012A,45,57,53,56,54
E01002075,Haringey 015A,41,26,20,32,40
E01002076,Haringey 015B,25,27,28,32,26
E01002077,Haringey 012B,102,75,108,77,88
E01002078,Haringey 015C,33,51,40,43,27
E01002079,Haringey 012C,32,34,29,39,31
E01002080,Haringey 015D,47,49,38,51,47
E01002081,Haringey 012D,106,111,109,125,95
E01002082,Haringey 013A,26,31,30,15,24
E01002083,Haringey 019A,18,23,20,10,9
E01002084,Haringey 019B,49,56,49,31,23
E01002085,Haringey 019C,71,57,44,53,50
E01002086,Haringey 013B,26,20,22,28,20
E01002087,Haringey 019D,46,45,24,37,32
E01002088,Haringey 013C,36,33,27,34,32
E01002089,Haringey 013D,22,14,26,20,25
E01002090,Haringey 005A,29,40,19,31,33
E01002091,Haringey 006A,37,38,16,26,38
E01002092,Haringey 006B,31,42,49,36,37
E01002093,Haringey 005B,44,39,48,44,46
E01002094,Haringey 006C,18,26,17,14,23
E01002095,Haringey 006D,54,73,49,51,39
E01002096,Haringey 005C,24,24,17,16,21
E01002097,Haringey 005D,34,21,33,40,33
E01002098,Haringey 007A,33,38,25,31,38
E01002099,Haringey 008A,48,39,46,48,46
E01002100,Haringey 008B,36,44,48,30,30
E01002101,Haringey 007B,20,19,18,26,21
E01002102,Haringey 007C,47,48,44,28,46
E01002103,Haringey 008C,32,34,29,33,31
E01002104,Haringey 008D,26,14,31,23,25
E01002105,Haringey 007D,87,65,65,64,71
E01002106,Harrow 008A,12,12,27,19,26
E01002107,Harrow 012A,5,14,13,14,16
E01002108,Harrow 008B,5,12,8,1,6
E01002109,Harrow 008C,12,15,8,14,13
E01002110,Harrow 008D,7,8,11,19,11
E01002111,Harrow 008E,34,36,25,19,26
E01002112,Harrow 001A,8,10,15,7,22
E01002113,Harrow 002A,18,13,16,12,19
E01002114,Harrow 001B,14,22,22,11,17
E01002115,Harrow 002B,7,12,7,7,9
E01002116,Harrow 002C,6,17,9,4,15
E01002117,Harrow 002D,11,11,16,15,22
E01002118,Harrow 002E,22,40,36,32,34
E01002119,Harrow 007A,69,53,39,33,34
E01002120,Harrow 007B,37,33,42,20,32
E01002121,Harrow 007C,19,20,15,16,20
E01002122,Harrow 007D,18,22,18,20,17
E01002123,Harrow 007E,30,34,48,35,26
E01002124,Harrow 010A,18,21,14,13,21
E01002125,Harrow 010B,23,22,33,16,22
E01002126,Harrow 023A,58,81,54,52,43
E01002127,Harrow 023B,16,24,35,28,18
E01002128,Harrow 020A,19,27,23,34,25
E01002129,Harrow 023C,176,124,192,113,111
E01002130,Harrow 020B,121,102,114,112,106
E01002131,Harrow 023D,24,26,19,21,21
E01002132,Harrow 029A,28,23,25,24,20
E01002133,Harrow 027A,57,59,56,54,52
E01002134,Harrow 029B,13,18,27,15,14
E01002135,Harrow 029C,23,30,27,32,26
E01002136,Harrow 027B,23,19,32,24,39
E01002137,Harrow 029D,7,12,15,14,11
E01002138,Harrow 027C,16,18,7,18,13
E01002139,Harrow 006A,25,42,28,26,25
E01002140,Harrow 005A,33,37,27,33,28
E01002141,Harrow 005B,8,20,17,27,20
E01002142,Harrow 005C,41,16,34,26,20
E01002143,Harrow 005D,20,26,35,20,14
E01002144,Harrow 004A,17,24,10,16,12
E01002145,Harrow 005E,6,10,10,16,12
E01002146,Harrow 004B,13,2,3,3,6
E01002147,Harrow 004C,4,3,2,4,4
E01002148,Harrow 006B,9,9,12,13,7
E01002149,Harrow 004D,2,1,7,9,8
E01002150,Harrow 006C,22,31,23,17,20
E01002151,Harrow 006D,38,52,38,50,47
E01002152,Harrow 006E,4,7,9,7,13
E01002153,Harrow 019A,11,12,10,11,10
E01002154,Harrow 015A,28,20,18,11,15
E01002155,Harrow 019B,4,8,10,5,5
E01002156,Harrow 015B,10,19,15,6,15
E01002157,Harrow 019C,12,23,19,26,20
E01002158,Harrow 019D,3,5,7,11,1
E01002159,Harrow 021A,9,28,19,12,11
E01002160,Harrow 021B,19,21,19,16,14
E01002161,Harrow 021C,18,22,21,15,26
E01002162,Harrow 015C,21,28,17,15,18
E01002163,Harrow 015D,7,8,17,7,11
E01002164,Harrow 021D,15,22,21,17,15
E01002165,Harrow 017A,23,28,10,9,9
E01002166,Harrow 017B,13,11,20,22,14
E01002167,Harrow 017C,19,18,13,16,12
E01002168,Harrow 017D,18,31,21,28,22
E01002169,Harrow 017E,15,12,22,13,8
E01002170,Harrow 018A,5,17,15,9,9
E01002171,Harrow 018B,15,15,10,9,11
E01002172,Harrow 014A,15,9,14,15,26
E01002173,Harrow 014B,5,10,9,9,7
E01002174,Harrow 018C,13,12,15,15,17
E01002175,Harrow 018D,20,17,13,22,6
E01002176,Harrow 018E,10,14,19,13,18
E01002177,Harrow 014C,21,20,13,9,16
E01002178,Harrow 014D,18,10,9,10,6
E01002179,Harrow 013A,80,85,81,99,111
E01002180,Harrow 013B,37,67,52,49,48
E01002181,Harrow 020C,21,37,28,17,21
E01002182,Harrow 020D,15,28,26,18,16
E01002183,Harrow 013C,21,21,22,10,11
E01002184,Harrow 013D,16,25,23,16,17
E01002185,Harrow 009A,29,38,23,10,17
E01002186,Harrow 009B,23,21,12,20,17
E01002187,Harrow 009C,17,19,22,11,10
E01002188,Harrow 016A,4,6,5,3,4
E01002189,Harrow 016B,29,28,20,23,22
E01002190,Harrow 009D,10,8,15,7,5
E01002191,Harrow 022A,14,12,8,12,6
E01002192,Harrow 016C,15,8,18,16,9
E01002193,Harrow 016D,17,26,33,22,23
E01002194,Harrow 022B,10,4,7,4,9
E01002195,Harrow 022C,11,5,13,5,9
E01002196,Harrow 022D,7,7,2,5,4
E01002197,Harrow 012B,4,7,7,7,6
E01002198,Harrow 010C,12,20,27,10,17
E01002199,Harrow 012C,19,31,11,11,11
E01002200,Harrow 010D,22,20,16,21,21
E01002201,Harrow 012D,18,7,19,13,10
E01002202,Harrow 012E,52,51,48,32,38
E01002203,Harrow 010E,18,19,29,19,14
E01002204,Harrow 026A,30,33,45,28,28
E01002205,Harrow 026B,6,13,12,10,5
E01002206,Harrow 026C,16,10,11,17,11
E01002207,Harrow 026D,11,8,7,4,8
E01002208,Harrow 025A,5,9,6,2,3
E01002209,Harrow 025B,22,25,19,18,23
E01002210,Harrow 026E,7,9,7,5,5
E01002211,Harrow 028A,36,22,38,14,17
E01002212,Harrow 028B,35,30,40,26,32
E01002213,Harrow 027D,25,45,44,48,47
E01002214,Harrow 031A,30,17,16,20,25
E01002215,Harrow 031B,38,49,33,25,29
E01002216,Harrow 028C,12,21,20,6,10
E01002217,Harrow 028D,26,21,31,27,27
E01002218,Harrow 030A,23,21,30,17,12
E01002219,Harrow 030B,58,48,54,58,50
E01002220,Harrow 031C,14,18,17,10,11
E01002221,Harrow 030C,24,32,24,25,25
E01002222,Harrow 030D,13,21,27,13,18
E01002223,Harrow 031D,24,22,19,20,25
E01002224,Harrow 031E,20,18,29,17,12
E01002225,Harrow 001C,5,4,9,14,8
E01002226,Harrow 001D,33,49,67,59,42
E01002227,Harrow 003A,32,32,52,30,34
E01002228,Harrow 003B,17,22,21,9,29
E01002229,Harrow 003C,15,24,26,18,24
E01002230,Harrow 003D,12,5,8,8,9
E01002231,Harrow 013E,20,27,31,18,17
E01002232,Harrow 011A,55,62,45,48,31
E01002233,Harrow 011B,43,71,68,44,58
E01002234,Harrow 011C,24,15,27,16,14
E01002235,Harrow 011D,28,42,41,39,20
E01002236,Harrow 011E,19,28,29,29,30
E01002237,Harrow 024A,24,31,26,39,22
E01002238,Harrow 024B,20,12,17,12,18
E01002239,Harrow 025C,10,18,10,10,10
E01002240,Harrow 024C,13,18,20,16,15
E01002241,Harrow 025D,15,23,11,20,23
E01002242,Harrow 024D,25,9,14,8,13
E01002243,Havering 013A,30,29,31,28,31
E01002244,Havering 011A,16,20,17,13,25
E01002245,Havering 011B,11,20,15,5,26
E01002246,Havering 017A,11,22,15,18,13
E01002247,Havering 017B,14,25,16,24,24
E01002248,Havering 017C,39,54,68,49,67
E01002249,Havering 017D,34,19,30,32,43
E01002250,Havering 017E,15,21,17,16,16
E01002251,Havering 017F,20,18,27,13,27
E01002252,Havering 018A,7,5,1,7,5
E01002253,Havering 019A,5,4,10,7,8
E01002254,Havering 019B,4,8,14,9,15
E01002255,Havering 022A,3,6,9,6,5
E01002256,Havering 018B,3,0,4,4,1
E01002257,Havering 019C,8,8,5,12,8
E01002258,Havering 018C,20,19,10,15,25
E01002259,Havering 018D,1,8,8,5,4
E01002260,Havering 026A,11,14,15,14,19
E01002261,Havering 026B,18,24,28,25,14
E01002262,Havering 026C,10,11,8,10,12
E01002263,Havering 026D,11,4,9,8,5
E01002264,Havering 026E,16,30,22,15,17
E01002265,Havering 025A,8,8,17,12,10
E01002266,Havering 027A,10,10,21,10,19
E01002267,Havering 027B,10,9,23,14,13
E01002268,Havering 010A,11,11,13,11,13
E01002269,Havering 010B,14,10,21,15,14
E01002270,Havering 015A,13,9,6,4,3
E01002271,Havering 015B,9,5,7,8,4
E01002272,Havering 014A,7,3,8,2,6
E01002273,Havering 015C,11,6,12,2,8
E01002274,Havering 014B,12,13,7,8,8
E01002275,Havering 015D,2,5,4,3,2
E01002276,Havering 001A,27,18,28,22,17
E01002277,Havering 002A,28,19,29,21,16
E01002278,Havering 001B,23,32,25,35,33
E01002279,Havering 002B,18,39,28,23,19
E01002280,Havering 004A,28,36,38,42,44
E01002281,Havering 002C,36,45,58,61,54
E01002282,Havering 004B,66,68,74,71,95
E01002283,Havering 002D,19,24,23,27,27
E01002284,Havering 004C,22,25,49,26,33
E01002285,Havering 025B,7,9,13,8,8
E01002286,Havering 025C,7,12,5,3,2
E01002287,Havering 023A,15,8,2,10,4
E01002288,Havering 025D,8,13,3,5,10
E01002289,Havering 022B,12,4,13,5,5
E01002290,Havering 025E,8,11,11,10,8
E01002291,Havering 023B,11,22,8,13,8
E01002292,Havering 022C,21,13,17,17,11
E01002293,Havering 007A,39,51,51,48,44
E01002294,Havering 007B,17,25,9,11,14
E01002295,Havering 010C,5,13,8,19,7
E01002296,Havering 007C,19,12,17,12,10
E01002297,Havering 004D,36,37,29,23,32
E01002298,Havering 007D,15,7,20,8,14
E01002299,Havering 002E,14,34,26,24,14
E01002300,Havering 007E,13,8,14,5,5
E01002301,Havering 003A,8,7,10,6,9
E01002302,Havering 005A,17,22,25,22,35
E01002303,Havering 003B,14,20,26,29,51
E01002304,Havering 003C,9,18,21,11,10
E01002305,Havering 005B,7,11,12,12,8
E01002306,Havering 003D,26,25,33,25,25
E01002307,Havering 003E,19,18,17,22,25
E01002308,Havering 005C,10,27,32,16,15
E01002309,Havering 006A,20,25,35,22,26
E01002310,Havering 006B,24,34,33,25,42
E01002311,Havering 006C,12,7,20,18,19
E01002312,Havering 001C,15,15,22,26,16
E01002313,Havering 001D,23,14,28,17,25
E01002314,Havering 004E,25,32,31,39,35
E01002315,Havering 006D,17,18,25,23,21
E01002316,Havering 004F,28,38,36,33,42
E01002317,Havering 014C,6,5,3,5,10
E01002318,Havering 014D,7,10,14,11,9
E01002319,Havering 016A,29,28,51,41,21
E01002320,Havering 021A,13,0,1,5,7
E01002321,Havering 021B,20,25,22,31,19
E01002322,Havering 021C,14,12,11,7,13
E01002323,Havering 021D,10,10,11,9,6
E01002324,Havering 021E,13,12,11,13,16
E01002325,Havering 011C,17,27,23,18,37
E01002326,Havering 005D,41,56,31,38,32
E01002327,Havering 009A,8,8,9,9,7
E01002328,Havering 009B,19,21,13,12,13
E01002329,Havering 011D,8,15,13,17,22
E01002330,Havering 011E,4,12,13,17,23
E01002331,Havering 005E,7,9,13,8,13
E01002332,Havering 009C,9,10,14,23,28
E01002333,Havering 008A,6,9,16,6,6
E01002334,Havering 008B,5,8,13,14,8
E01002335,Havering 009D,6,7,11,17,8
E01002336,Havering 008C,9,20,12,16,10
E01002337,Havering 012A,5,4,11,23,11
E01002338,Havering 009E,15,14,12,20,27
E01002339,Havering 008D,10,5,11,8,10
E01002340,Havering 009F,7,12,8,18,10
E01002341,Havering 008E,5,3,4,6,9
E01002342,Havering 030A,12,9,14,12,18
E01002343,Havering 029A,7,7,14,11,17
