Codes,Names,theft_year_minus_3,theft_year_minus_2,theft_year_minus_1,theft_now,theft_2012
E01003000,Kingston upon Thames 017C,25,21,36,43,28
E01003001,Kingston upon Thames 017D,24,18,28,28,15
E01003002,Kingston upon Thames 016E,24,23,18,23,30
E01003003,Kingston upon Thames 017E,58,79,58,55,48
E01003004,Kingston upon Thames 018D,42,38,39,28,20
E01003005,Kingston upon Thames 018E,12,14,12,22,9
E01003006,Kingston upon Thames 001A,30,29,25,34,25
E01003007,Kingston upon Thames 001B,22,9,9,15,11
E01003008,Kingston upon Thames 001C,12,16,13,13,19
E01003009,Kingston upon Thames 001D,35,17,11,20,11
E01003010,Kingston upon Thames 001E,35,32,32,27,21
E01003011,Kingston upon Thames 004E,34,52,43,49,37
E01003012,Lambeth 001A,597,514,507,597,557
E01003013,Lambeth 001B,496,510,555,671,572
E01003014,Lambeth 001C,78,58,48,79,53
E01003015,Lambeth 002A,29,36,58,26,31
E01003016,Lambeth 001D,144,145,192,204,169
E01003017,Lambeth 001E,223,170,232,234,188
E01003018,Lambeth 020A,114,75,79,133,140
E01003019,Lambeth 015A,46,36,53,68,76
E01003020,Lambeth 016A,93,114,112,108,162
E01003021,Lambeth 021A,39,20,33,34,41
E01003022,Lambeth 021B,57,45,44,59,55
E01003023,Lambeth 021C,89,81,68,67,88
E01003024,Lambeth 021D,46,35,40,60,42
E01003025,Lambeth 021E,56,42,38,32,47
E01003026,Lambeth 019A,67,66,69,88,139
E01003027,Lambeth 019B,38,42,47,46,53
E01003028,Lambeth 019C,30,37,25,42,60
E01003029,Lambeth 017A,29,41,65,42,89
E01003030,Lambeth 019D,71,47,95,76,119
E01003031,Lambeth 023A,24,20,28,31,42
E01003032,Lambeth 017B,109,183,213,176,231
E01003033,Lambeth 019E,41,50,42,53,55
E01003034,Lambeth 012A,43,42,54,54,31
E01003035,Lambeth 012B,361,481,514,631,737
E01003036,Lambeth 012C,48,49,47,44,33
E01003037,Lambeth 013A,107,87,81,90,82
E01003038,Lambeth 013B,115,82,117,138,137
E01003039,Lambeth 013C,154,183,177,217,220
E01003040,Lambeth 013D,45,46,64,40,57
E01003041,Lambeth 017C,292,324,307,272,315
E01003042,Lambeth 013E,25,32,37,29,40
E01003043,Lambeth 018A,46,39,23,40,39
E01003044,Lambeth 018B,10,18,19,16,11
E01003045,Lambeth 011A,35,36,62,42,23
E01003046,Lambeth 009A,29,34,41,46,26
E01003047,Lambeth 011B,430,338,406,473,673
E01003048,Lambeth 009B,33,47,58,43,42
E01003049,Lambeth 011C,37,38,60,40,41
E01003050,Lambeth 016B,88,80,59,67,51
E01003051,Lambeth 018C,53,57,58,74,89
E01003052,Lambeth 016C,70,74,77,218,175
E01003053,Lambeth 015B,72,57,73,68,80
E01003054,Lambeth 015C,111,87,64,119,89
E01003055,Lambeth 016D,214,245,212,264,301
E01003056,Lambeth 015D,19,25,28,38,28
E01003057,Lambeth 017D,37,31,37,47,54
E01003058,Lambeth 015E,42,38,35,61,47
E01003059,Lambeth 011D,73,67,68,75,61
E01003060,Lambeth 011E,34,32,43,42,30
E01003061,Lambeth 011F,362,394,360,343,604
E01003062,Lambeth 033A,80,87,110,94,66
E01003063,Lambeth 033B,26,49,40,45,23
E01003064,Lambeth 028A,25,24,35,46,46
E01003065,Lambeth 031A,32,21,24,45,19
E01003066,Lambeth 028B,53,55,51,68,35
E01003067,Lambeth 033C,38,30,35,53,36
E01003068,Lambeth 031B,22,23,31,37,31
E01003069,Lambeth 033D,20,20,26,23,20
E01003070,Lambeth 033E,23,38,27,29,22
E01003071,Lambeth 018D,56,74,74,69,57
E01003072,Lambeth 014A,26,44,38,63,50
E01003073,Lambeth 014B,70,65,47,59,56
E01003074,Lambeth 018E,129,142,154,294,283
E01003075,Lambeth 009C,24,31,33,28,16
E01003076,Lambeth 014C,174,191,163,196,152
E01003077,Lambeth 014D,43,44,46,52,52
E01003078,Lambeth 014E,47,47,33,41,45
E01003079,Lambeth 027A,68,79,71,75,90
E01003080,Lambeth 027B,30,27,24,26,46
E01003081,Lambeth 028C,80,63,70,97,70
E01003082,Lambeth 031C,25,27,46,31,40
E01003083,Lambeth 030A,34,16,26,33,20
E01003084,Lambeth 030B,28,27,32,29,43
E01003085,Lambeth 030C,34,19,50,43,46
E01003086,Lambeth 031D,21,33,28,43,40
E01003087,Lambeth 031E,20,22,38,44,48
E01003088,Lambeth 010A,64,62,63,66,68
E01003089,Lambeth 008A,54,52,55,54,61
E01003090,Lambeth 012D,145,175,186,243,207
E01003091,Lambeth 008B,17,41,54,34,41
E01003092,Lambeth 008C,35,48,37,29,51
E01003093,Lambeth 010B,43,38,53,141,152
E01003094,Lambeth 010C,16,19,29,25,24
E01003095,Lambeth 012E,41,38,54,34,45
E01003096,Lambeth 010D,36,42,67,66,60
E01003097,Lambeth 006A,36,34,81,56,52
E01003098,Lambeth 005A,36,31,34,46,34
E01003099,Lambeth 005B,78,78,70,83,93
E01003100,Lambeth 005C,85,87,87,101,74
E01003101,Lambeth 003A,44,48,47,33,98
E01003102,Lambeth 004A,150,144,178,223,285
E01003103,Lambeth 004B,175,163,203,279,242
E01003104,Lambeth 004C,37,35,35,54,34
E01003105,Lambeth 003B,39,27,46,35,34
E01003106,Lambeth 003C,40,46,47,65,59
E01003107,Lambeth 003D,49,62,43,65,71
E01003108,Lambeth 002B,26,29,27,31,37
E01003109,Lambeth 003E,170,204,260,355,394
E01003110,Lambeth 002C,40,38,42,49,51
E01003111,Lambeth 002D,30,12,21,19,18
E01003112,Lambeth 002E,62,48,40,45,46
E01003113,Lambeth 032A,34,28,41,48,56
E01003114,Lambeth 032B,48,60,73,61,40
E01003115,Lambeth 034A,36,31,34,33,29
E01003116,Lambeth 029A,30,30,24,37,29
E01003117,Lambeth 029B,91,84,73,74,90
E01003118,Lambeth 029C,172,221,283,185,173
E01003119,Lambeth 032C,40,49,46,49,58
E01003120,Lambeth 032D,96,93,100,88,88
E01003121,Lambeth 006B,28,14,25,28,23
E01003122,Lambeth 004D,42,44,78,68,57
E01003123,Lambeth 006C,60,51,74,57,59
E01003124,Lambeth 006D,23,19,26,28,40
E01003125,Lambeth 006E,20,19,27,18,14
E01003126,Lambeth 008D,23,39,46,48,61
E01003127,Lambeth 010E,75,53,59,67,54
E01003128,Lambeth 008E,60,50,60,78,50
E01003129,Lambeth 004E,40,39,53,57,63
E01003130,Lambeth 026A,66,57,57,62,73
E01003131,Lambeth 026B,91,56,66,66,61
E01003132,Lambeth 024A,10,31,32,29,27
E01003133,Lambeth 027C,62,53,41,45,67
E01003134,Lambeth 027D,30,27,33,40,47
E01003135,Lambeth 026C,35,31,35,43,35
E01003136,Lambeth 022A,33,30,34,29,33
E01003137,Lambeth 022B,52,39,27,49,39
E01003138,Lambeth 026D,42,22,50,45,35
E01003139,Lambeth 035A,37,29,36,37,34
E01003140,Lambeth 035B,16,8,25,14,17
E01003141,Lambeth 034B,42,39,26,38,35
E01003142,Lambeth 035C,15,9,13,23,27
E01003143,Lambeth 035D,18,18,25,15,12
E01003144,Lambeth 034C,80,77,112,80,108
E01003145,Lambeth 034D,37,41,53,41,50
E01003146,Lambeth 035E,19,15,26,26,31
E01003147,Lambeth 034E,41,35,50,42,36
E01003148,Lambeth 032E,26,17,24,25,36
E01003149,Lambeth 030D,37,23,33,40,38
E01003150,Lambeth 032F,39,33,31,35,38
E01003151,Lambeth 026E,34,25,16,41,31
E01003152,Lambeth 027E,45,35,34,54,59
E01003153,Lambeth 029D,79,61,90,111,108
E01003154,Lambeth 030E,25,26,29,25,39
E01003155,Lambeth 029E,50,40,50,56,79
E01003156,Lambeth 023B,24,33,29,34,34
E01003157,Lambeth 023C,34,52,49,46,46
E01003158,Lambeth 023D,24,28,48,40,57
E01003159,Lambeth 022C,33,29,26,26,42
E01003160,Lambeth 022D,12,20,34,16,24
E01003161,Lambeth 023E,29,27,42,36,28
E01003162,Lambeth 022E,23,36,23,38,26
E01003163,Lambeth 023F,18,22,36,25,30
E01003164,Lambeth 025A,77,66,65,70,48
E01003165,Lambeth 025B,62,50,49,67,69
E01003166,Lambeth 028D,97,91,98,116,117
E01003167,Lambeth 028E,59,38,45,61,50
E01003168,Lambeth 025C,15,19,20,32,18
E01003169,Lambeth 025D,61,54,65,89,48
E01003170,Lambeth 025E,52,44,51,72,56
E01003171,Lambeth 020B,31,35,36,39,34
E01003172,Lambeth 024B,33,47,57,41,56
E01003173,Lambeth 020C,38,43,34,43,44
E01003174,Lambeth 024C,35,32,36,22,26
E01003175,Lambeth 024D,16,25,21,24,28
E01003176,Lambeth 016E,81,75,60,103,74
E01003177,Lambeth 020D,47,42,42,46,47
E01003178,Lambeth 020E,50,46,52,44,38
E01003179,Lambeth 024E,19,15,26,26,10
E01003180,Lambeth 005D,56,45,34,38,28
E01003181,Lambeth 007A,37,31,31,60,36
E01003182,Lambeth 009D,59,67,82,73,48
E01003183,Lambeth 005E,38,41,68,78,71
E01003184,Lambeth 007B,26,24,35,24,28
E01003185,Lambeth 007C,41,51,46,48,45
E01003186,Lambeth 007D,91,85,99,99,180
E01003187,Lambeth 007E,28,19,23,42,45
E01003188,Lambeth 009E,39,27,44,28,26
E01003189,Lewisham 034A,23,29,30,34,31
E01003190,Lewisham 034B,114,113,102,105,93
E01003191,Lewisham 034C,16,21,28,38,38
E01003192,Lewisham 034D,61,69,61,59,55
E01003193,Lewisham 029A,92,84,104,105,87
E01003194,Lewisham 029B,31,23,33,26,28
E01003195,Lewisham 029C,27,25,28,33,17
E01003196,Lewisham 029D,52,46,45,49,50
E01003197,Lewisham 029E,18,24,20,25,29
E01003198,Lewisham 009A,38,19,30,27,24
E01003199,Lewisham 007A,93,87,84,96,80
E01003200,Lewisham 009B,173,110,100,92,104
E01003201,Lewisham 007B,60,57,61,52,47
E01003202,Lewisham 009C,58,41,35,30,34
E01003203,Lewisham 009D,110,71,98,83,140
E01003204,Lewisham 007C,34,34,45,27,24
E01003205,Lewisham 007D,11,16,13,11,9
E01003206,Lewisham 007E,44,25,35,26,39
E01003207,Lewisham 005A,75,72,79,86,92
E01003208,Lewisham 008A,69,40,85,53,69
E01003209,Lewisham 005B,58,41,49,54,45
E01003210,Lewisham 005C,87,95,84,89,78
E01003211,Lewisham 008B,96,83,73,56,66
E01003212,Lewisham 005D,24,39,47,46,47
E01003213,Lewisham 008C,62,54,70,59,67
E01003214,Lewisham 008D,75,75,60,67,92
E01003215,Lewisham 005E,137,129,141,180,253
E01003216,Lewisham 025A,43,31,41,34,31
E01003217,Lewisham 022A,31,19,19,18,14
E01003218,Lewisham 022B,18,15,23,23,14
E01003219,Lewisham 025B,21,19,25,24,15
E01003220,Lewisham 022C,43,30,38,27,24
E01003221,Lewisham 025C,71,89,66,45,53
E01003222,Lewisham 022D,29,25,23,21,18
E01003223,Lewisham 025D,43,41,44,38,39
E01003224,Lewisham 022E,28,26,15,20,24
E01003225,Lewisham 015A,33,29,19,38,22
E01003226,Lewisham 019A,35,28,49,45,48
E01003227,Lewisham 019B,31,28,26,25,24
E01003228,Lewisham 019C,26,19,20,26,35
E01003229,Lewisham 019D,75,40,65,50,64
E01003230,Lewisham 019E,48,23,28,30,31
E01003231,Lewisham 015B,42,35,46,45,46
E01003232,Lewisham 015C,29,20,27,22,30
E01003233,Lewisham 015D,25,22,17,13,35
E01003234,Lewisham 036A,26,27,20,15,28
E01003235,Lewisham 036B,40,32,42,25,39
E01003236,Lewisham 032A,42,39,31,31,34
E01003237,Lewisham 032B,79,51,57,62,49
E01003238,Lewisham 032C,22,28,34,27,20
E01003239,Lewisham 032D,31,21,35,30,43
E01003240,Lewisham 036C,42,30,37,51,31
E01003241,Lewisham 036D,50,51,61,46,51
E01003242,Lewisham 032E,21,23,16,23,23
E01003243,Lewisham 036E,112,80,83,57,84
E01003244,Lewisham 001A,16,24,24,33,29
E01003245,Lewisham 001B,37,27,44,41,41
E01003246,Lewisham 002A,45,49,61,71,51
E01003247,Lewisham 001C,60,54,70,68,54
E01003248,Lewisham 002B,58,51,59,55,71
E01003249,Lewisham 001D,27,39,26,36,28
E01003250,Lewisham 001E,39,33,40,45,38
E01003251,Lewisham 002C,41,33,48,59,48
E01003252,Lewisham 002D,30,24,22,43,28
E01003253,Lewisham 002E,92,67,87,119,70
E01003254,Lewisham 021A,33,22,47,32,29
E01003255,Lewisham 021B,163,101,107,104,147
E01003256,Lewisham 028A,67,60,56,40,60
E01003257,Lewisham 028B,57,31,36,18,44
E01003258,Lewisham 028C,24,19,21,20,9
E01003259,Lewisham 028D,48,48,62,63,55
E01003260,Lewisham 021C,54,36,44,33,26
E01003261,Lewisham 021D,26,20,23,27,32
E01003262,Lewisham 021E,27,26,32,17,20
E01003263,Lewisham 023A,62,41,50,60,71
E01003264,Lewisham 031A,32,21,29,28,38
E01003265,Lewisham 031B,26,22,29,35,33
E01003266,Lewisham 031C,28,23,15,33,17
E01003267,Lewisham 031D,26,23,30,16,18
E01003268,Lewisham 023B,39,24,30,39,47
E01003269,Lewisham 023C,30,19,27,15,29
E01003270,Lewisham 023D,29,19,24,22,29
E01003271,Lewisham 023E,39,30,21,25,31
E01003272,Lewisham 014A,66,80,58,58,65
E01003273,Lewisham 011A,20,25,18,42,38
E01003274,Lewisham 014B,28,32,27,26,36
E01003275,Lewisham 014C,18,24,24,10,20
E01003276,Lewisham 014D,39,40,40,40,37
E01003277,Lewisham 011B,35,42,30,41,37
E01003278,Lewisham 011C,50,41,53,51,61
E01003279,Lewisham 011D,26,15,27,38,28
E01003280,Lewisham 016A,18,21,35,30,27
E01003281,Lewisham 016B,37,37,44,53,35
E01003282,Lewisham 013A,81,62,65,51,46
E01003283,Lewisham 013B,60,49,65,51,46
E01003284,Lewisham 013C,50,44,32,36,37
E01003285,Lewisham 016C,44,47,65,42,44
E01003286,Lewisham 013D,88,86,123,96,88
E01003287,Lewisham 016D,65,47,78,41,56
E01003288,Lewisham 012A,49,55,54,41,40
E01003289,Lewisham 012B,781,801,839,626,483
E01003290,Lewisham 012C,70,49,78,55,40
E01003291,Lewisham 012D,124,116,81,98,107
E01003292,Lewisham 017A,44,40,45,47,32
E01003293,Lewisham 017B,47,52,31,38,21
E01003294,Lewisham 017C,118,66,49,57,43
E01003295,Lewisham 017D,39,58,50,41,37
E01003296,Lewisham 012E,323,385,304,244,270
E01003297,Lewisham 003A,77,76,83,63,54
E01003298,Lewisham 004A,10,17,18,33,22
E01003299,Lewisham 003B,74,77,63,69,57
E01003300,Lewisham 004B,32,23,33,31,23
E01003301,Lewisham 003C,84,69,51,81,67
E01003302,Lewisham 003D,56,45,41,24,26
E01003303,Lewisham 004C,123,139,166,248,227
E01003304,Lewisham 004D,168,190,166,223,143
E01003305,Lewisham 003E,32,26,25,24,20
E01003306,Lewisham 004E,106,100,101,99,70
E01003307,Lewisham 024A,17,29,27,20,23
E01003308,Lewisham 024B,35,28,29,19,23
E01003309,Lewisham 027A,38,38,30,46,31
E01003310,Lewisham 027B,39,27,43,33,32
E01003311,Lewisham 027C,23,19,27,24,29
E01003312,Lewisham 027D,31,31,56,49,26
E01003313,Lewisham 027E,40,37,41,53,39
E01003314,Lewisham 024C,23,26,36,21,22
E01003315,Lewisham 024D,20,35,42,36,24
E01003316,Lewisham 024E,36,23,31,24,21
E01003317,Lewisham 020A,40,27,39,28,34
E01003318,Lewisham 020B,324,283,306,262,247
E01003319,Lewisham 018A,53,33,36,28,33
E01003320,Lewisham 018B,100,101,79,66,70
E01003321,Lewisham 020C,35,24,34,29,29
E01003322,Lewisham 020D,39,43,33,47,32
E01003323,Lewisham 018C,21,22,21,29,33
E01003324,Lewisham 020E,79,74,75,70,80
E01003325,Lewisham 018D,37,24,38,41,30
E01003326,Lewisham 035A,34,25,31,42,23
E01003327,Lewisham 035B,77,60,55,70,65
E01003328,Lewisham 035C,41,31,33,41,31
E01003329,Lewisham 033A,24,35,49,27,33
E01003330,Lewisham 033B,32,18,33,23,27
E01003331,Lewisham 033C,31,21,28,23,16
E01003332,Lewisham 033D,42,32,47,37,25
E01003333,Lewisham 035D,42,24,56,50,29
E01003334,Lewisham 033E,71,52,69,90,103
E01003335,Lewisham 035E,36,14,31,38,23
E01003336,Lewisham 010A,17,23,15,29,30
E01003337,Lewisham 010B,27,20,29,22,29
E01003338,Lewisham 006A,52,37,52,50,50
E01003339,Lewisham 006B,32,35,45,45,30
E01003340,Lewisham 006C,73,65,42,66,62
E01003341,Lewisham 006D,37,35,34,31,36
E01003342,Lewisham 010C,34,36,36,27,30
E01003343,Lewisham 006E,46,40,27,28,23
E01003344,Lewisham 010D,41,40,27,30,28
E01003345,Lewisham 010E,16,23,25,34,32
E01003346,Lewisham 026A,41,38,49,36,29
E01003347,Lewisham 030A,28,16,37,31,38
E01003348,Lewisham 030B,47,59,37,51,34
E01003349,Lewisham 026B,18,18,18,24,26
E01003350,Lewisham 030C,34,37,30,31,23
E01003351,Lewisham 026C,29,38,51,43,50
E01003352,Lewisham 030D,32,42,36,38,28
E01003353,Lewisham 030E,83,68,71,79,92
E01003354,Lewisham 026D,25,23,32,33,32
E01003355,Merton 009A,34,46,29,34,34
E01003356,Merton 009B,40,54,52,68,47
E01003357,Merton 012A,52,49,92,69,62
E01003358,Merton 009C,47,56,96,74,105
E01003359,Merton 006A,56,36,48,59,35
E01003360,Merton 006B,50,32,46,46,32
E01003361,Merton 015A,13,19,27,12,25
E01003362,Merton 021A,18,20,18,12,12
E01003363,Merton 021B,16,6,13,14,13
E01003364,Merton 021C,18,10,18,17,13
E01003365,Merton 021D,25,6,12,13,12
E01003366,Merton 016A,78,55,60,71,73
E01003367,Merton 005A,205,231,273,283,250
E01003368,Merton 008A,25,25,25,29,28
E01003369,Merton 005B,30,31,30,30,21
E01003370,Merton 005C,41,40,50,46,40
E01003371,Merton 005D,24,24,39,38,25
E01003372,Merton 008B,28,28,37,29,27
E01003373,Merton 018A,13,25,32,32,21
E01003374,Merton 022A,39,60,50,32,38
E01003375,Merton 022B,93,90,104,76,102
E01003376,Merton 012B,30,27,24,24,21
E01003377,Merton 012C,7,16,17,22,13
E01003378,Merton 018B,42,47,40,36,47
E01003379,Merton 018C,72,67,56,62,59
E01003380,Merton 011A,18,18,19,25,15
E01003381,Merton 016B,10,29,21,32,33
E01003382,Merton 011B,13,15,11,15,17
E01003383,Merton 009D,168,166,186,197,251
E01003384,Merton 009E,9,18,17,21,20
E01003385,Merton 011C,11,19,20,29,19
E01003386,Merton 013A,20,21,25,35,22
E01003387,Merton 014A,26,24,35,29,21
E01003388,Merton 013B,40,36,32,49,61
E01003389,Merton 013C,89,78,67,63,55
E01003390,Merton 018D,65,53,62,63,66
E01003391,Merton 014B,16,14,16,19,13
E01003392,Merton 013D,33,50,37,40,33
E01003393,Merton 008C,66,41,49,31,31
E01003394,Merton 007A,48,51,71,42,45
E01003395,Merton 007B,23,27,15,21,40
E01003396,Merton 007C,20,24,25,29,19
E01003397,Merton 007D,29,28,28,17,33
E01003398,Merton 007E,34,16,39,22,30
E01003399,Merton 011D,11,22,19,15,24
E01003400,Merton 003A,38,32,19,30,42
E01003401,Merton 004A,117,145,139,123,115
E01003402,Merton 004B,47,27,59,47,82
E01003403,Merton 004C,24,35,26,32,31
E01003404,Merton 004D,23,19,21,14,16
E01003405,Merton 018E,39,28,42,38,51
E01003406,Merton 008D,23,34,28,21,22
E01003407,Merton 008E,47,34,48,32,35
E01003408,Merton 012D,33,52,43,47,32
E01003409,Merton 013E,25,24,30,23,24
E01003410,Merton 012E,20,17,22,38,27
E01003411,Merton 014C,21,25,22,32,19
E01003412,Merton 014D,29,19,25,19,10
E01003413,Merton 017A,45,65,28,46,66
E01003414,Merton 017B,21,27,25,23,17
E01003415,Merton 017C,21,24,17,22,32
E01003416,Merton 017D,9,11,14,24,19
E01003417,Merton 025A,12,21,21,17,17
E01003418,Merton 025B,6,11,8,15,13
E01003419,Merton 025C,17,27,19,19,16
E01003420,Merton 025D,18,14,20,21,10
E01003421,Merton 021E,12,12,18,12,25
E01003422,Merton 025E,27,17,26,16,32
E01003423,Merton 011E,54,35,36,37,62
E01003424,Merton 015B,11,15,24,21,41
E01003425,Merton 015C,15,8,22,16,35
E01003426,Merton 015D,20,17,21,31,26
E01003427,Merton 023A,85,61,74,108,109
E01003428,Merton 015E,26,29,27,25,31
E01003429,Merton 019A,18,19,17,29,20
E01003430,Merton 019B,24,20,21,31,27
E01003431,Merton 019C,23,21,21,25,20
E01003432,Merton 019D,18,20,20,20,19
E01003433,Merton 019E,30,38,34,30,35
E01003434,Merton 017E,14,25,20,27,28
E01003435,Merton 014E,39,26,28,20,18
E01003436,Merton 023B,19,21,27,18,25
E01003437,Merton 022C,74,45,68,37,50
E01003438,Merton 024A,24,23,45,24,25
E01003439,Merton 023C,84,69,87,61,56
E01003440,Merton 022D,22,23,27,28,25
E01003441,Merton 022E,34,32,29,26,33
E01003442,Merton 010A,18,25,17,22,21
E01003443,Merton 010B,10,12,14,25,23
E01003444,Merton 010C,14,12,14,26,19
E01003445,Merton 010D,18,15,20,41,29
E01003446,Merton 016C,54,39,43,64,103
E01003447,Merton 016D,37,51,57,56,86
E01003448,Merton 023D,29,28,32,20,21
E01003449,Merton 024B,21,27,22,20,16
E01003450,Merton 024C,25,27,44,33,32
E01003451,Merton 024D,29,44,43,30,48
E01003452,Merton 024E,55,43,57,50,34
E01003453,Merton 023E,21,20,44,56,33
E01003454,Merton 003B,15,19,21,21,17
E01003455,Merton 005E,38,32,37,36,20
E01003456,Merton 003C,346,347,396,315,302
E01003457,Merton 006C,19,9,27,24,30
E01003458,Merton 006D,26,31,28,39,27
E01003459,Merton 006E,42,29,47,74,44
E01003460,Merton 002A,45,75,55,70,74
E01003461,Merton 004E,74,81,99,89,75
E01003462,Merton 002B,15,16,27,30,26
E01003463,Merton 010E,19,15,26,22,21
E01003464,Merton 002C,30,44,45,55,52
E01003465,Merton 002D,31,45,20,42,34
E01003466,Merton 020A,12,10,18,18,21
E01003467,Merton 020B,11,8,11,7,25
E01003468,Merton 020C,14,9,17,11,29
E01003469,Merton 020D,36,55,62,85,109
E01003470,Merton 020E,29,25,16,29,30
E01003471,Merton 016E,59,92,75,73,77
E01003472,Merton 001A,28,15,35,22,25
E01003473,Merton 001B,20,27,36,27,35
E01003474,Merton 001C,27,18,25,25,33
E01003475,Merton 001D,84,133,135,139,98
E01003476,Merton 003D,10,10,14,23,18
E01003477,Merton 003E,34,49,38,31,31
E01003478,Merton 001E,32,28,60,57,75
E01003479,Newham 035A,62,58,64,65,34
E01003480,Newham 033A,49,48,67,52,45
E01003481,Newham 035B,112,90,129,97,113
E01003482,Newham 033B,533,490,558,480,477
E01003483,Newham 032A,44,48,45,39,38
E01003484,Newham 032B,35,28,56,53,42
E01003485,Newham 035C,59,41,47,46,41
E01003486,Newham 033C,192,158,186,162,152
E01003487,Newham 033D,30,30,32,25,20
E01003488,Newham 019A,40,34,56,57,35
E01003489,Newham 019B,79,62,77,67,78
E01003490,Newham 019C,36,30,41,51,55
E01003491,Newham 022A,124,103,125,127,156
E01003492,Newham 025A,43,41,55,53,42
E01003493,Newham 025B,81,73,100,99,106
E01003494,Newham 025C,43,21,49,43,42
E01003495,Newham 025D,47,49,64,55,52
E01003496,Newham 027A,28,33,39,37,26
